Title,REV,NOTE,ITEM_NAME,ITEM_CODE,DESCRIPTION,LINE_CLASS,low_size_1,high_size_1,low_size_2,high_size_2,Unit,SEQ_NO
bb_fgp,,812,,0,NIPPLES BBE TO BE CUT FROM PIPE,1500H1,,,,,BB,950
bb_fgp,U04,817,GASKET,5673202,GASKET 600# RTJ SOFT IRON TEFLON COATED OCTAGONAL RING,600H21,20,20,0,0,BB,1900
bb_fgp,U04,817,GASKET,5673410,GASKET 600# RJ INC 718 ENERGIZED SEALRING COMPACT FLANGE PIPE CLASS 600H21,600H21,30,30,0,0,BB,1910
bb_fgp,U04,,GASKET,5673117,GASKET 900# 316SS SPIRAL WOUND GRAPHITE IR,600H21,2,10,0,0,BB,1920
bb_fgp,,,GASKET,5674460,GASKET 2500# ALLOY INC 625 OCTAGONAL RING,600H21,1,2,0,0,BB,1930
bb_fgp,U04,,GASKET,5672251,GASKET 1500# 316SS SPIRAL WOUND GRAPHITE IR,600H21,0.5,2,0,0,BB,1940
bb_fgp,U04,"GA5, 817",GASKET,5674480,GASKET 2500# RTJ SS OCTAGONAL RING,600H21,1,1,0,0,BB,1950
bb_fgp,,,,,,600H21,,,,,BB,1960
bb_fgp,,B2,,,***** BOLTING *****,600H21,,,,,BB,1960
bb_fgp,,,,,,600H21,,,,,BB,1970
bb_fgp,U04,,BOLTING,5675770,STUD-BOLT A320 GR L7M/A194 GR 7M (S3) WITH 2 NUTS,600H21,0.5,30,0,0,BB,1970
bb_fgp,,,,,,1500H1,,,,,BB,960
bb_fgp,U04,BA6,BOLTING,5675669,STUD-BOLT A320 GR L7M/A194 GR 7M NUTS,600H21,0.5,99,0,0,BB,1980
bb_fgp,,,,,,600H21,,,,,BB,1990
bb_fgp,,SB6,BOLTING,5675675,JACK SCREW HEX HEAD A320 GR L7M,600H21,10,24,0,0,BB,1990
bb_fgp,,,,,,600H21,,,,,BB,2000
bb_fgp,,,,,**** BLINDS & SPACERS ****,600H21,,,,,BB,2000
bb_fgp,,,,,,600H21,,,,,BB,2010
bb_fgp,,,SPEC BLIND,5749587,SPECTACLE BLIND 600# RF LTCS A516-GR70,600H21,0.75,8,0,0,BB,2010
bb_fgp,,,,,,600H21,,,,,BB,2020
bb_fgp,,,PADDLE,5750040,PADDLE BLANK 600# RF LTCS A516-GR70,600H21,10,24,0,0,BB,2020
bb_fgp,,,PADDLE,5750030,PADDLE BLANK 600# RF LTCS A516 GR70 B16.47 SERIES A,600H21,30,30,0,0,BB,2030
bb_fgp,,,,,***** GASKETS *****,1500H1,,,,,BB,960
bb_fgp,,,PADDLE,5750251,PADDLE SPACER 600# RF LTCS A516-GR70,600H21,10,24,0,0,BB,2040
bb_fgp,,,PADDLE,5750252,PADDLE SPACER 600# RF LTCS A516 GR70 B16.47 SERIES A,600H21,30,30,0,0,BB,2050
bb_fgp,,,,,,600H21,,,,,BB,2060
bb_fgp,U04,817,SPEC BLIND,5751587,SPECTACLE BLIND 600# RTJ LTCS A516-GR70,600H21,2,2,0,0,BB,2060
bb_fgp,U04,817,,5751587,SPECTACLE BLIND 600# RTJ LTCS A516-GR70,600H21,4,4,0,0,BB,2070
bb_fgp,,,,,,600H21,,,,,BB,2080
bb_fgp,,,,,*****VALVES*****,600H25,,,,,BB,10
bb_fgp,,,,,,600H25,,,,,BB,20
bb_fgp,,,,,***** MODULAR VALVES *****,600H25,,,,,BB,20
bb_fgp,,,,,,1500H1,,,,,BB,970
bb_fgp,,,,,,600H25,,,,,BB,30
bb_fgp,U04,,MODULAR DBB,K06AC02,MODULAR VALVE DB&B BALL TYPE 600# RF LTCS A350 LF2 CL.1 316 SS TRIM METAL LO - FULL SIZE TYPE 2BV,600H25,0.5,1.5,0,0,BB,30
bb_fgp,U04,,MODULAR DBB,K06AC06,MODULAR VALVE DB&B BALL TYPE 600# RF LTCS A350 LF2 CL.1 316 SS TRIM METAL LO - FULL SIZE TYPE 2BV,600H25,2,2,0,0,BB,40
bb_fgp,U04,,MODULAR DBB,K06AC06,MODULAR VALVE DB&B BALL TYPE 600# RF LTCS A350 LF2 CL.1 316 SS TRIM METAL LO - FULL SIZE TYPE 2BV,600H25,2,2,0,0,BB,50
bb_fgp,U04,,MODULAR DBB,M06AC02,MODULAR VALVE DB&B BALL TYPE 600# RF LTCS A350 LF2 CL.1 316 SS TRIM METAL LO - CONTROLLED BORE TYPE 2BVR,600H25,0.5,1.5,0,0,BB,60
bb_fgp,U04,,MODULAR DBB,M06AC06,MODULAR VALVE DB&B BALL TYPE 600# RF LTCS A350 LF2 CL.1 316 SS TRIM METAL LO - CONTROLLED BORE TYPE 2BVR,600H25,2,2,0,0,BB,70
bb_fgp,U04,VAW,MODULAR DBB,M06EC02,MODULAR VALVE DB&B BALL TYPE 600# RF LTCS A350 LF2 CL.1 316 SS TRIM METAL LO REDUCING - CONTROLLED BORE TYPE 2BVR,600H25,1,1,3,3,BB,80
bb_fgp,U04,VAW,MODULAR DBB,M06EC02,MODULAR VALVE DB&B BALL TYPE 600# RF LTCS A350 LF2 CL.1 316 SS TRIM METAL LO REDUCING - CONTROLLED BORE TYPE 2BVR,600H25,0.75,1,1.5,2,BB,90
bb_fgp,U04,VAW,MODULAR DBB,M06EC02L,MODULAR VALVE DB&B BALL TYPE 600# RF LTCS A350 LF2 CL.1 316 SS TRIM METAL LO REDUCING - CONTROLLED BORE TYPE 2BVR,600H25,0.75,0.75,1.5,1.5,BB,100
bb_fgp,,,,,,600H25,,,,,BB,110
bb_fgp,,,GASKET,5672251,GASKET 1500# 316SS SPIRAL WOUND GRAPHITE IR,1500H1,0.5,4,0,0,BB,970
bb_fgp,,,,,***** RISING STEM BALL VALVES *****,600H25,,,,,BB,110
bb_fgp,,,,,,600H25,,,,,BB,120
bb_fgp,,VA5,BALL,R06AC06,BALL RISING STEM 600# RF LTCS A352 LCC 316SS TRIM METAL RB HO,600H25,0.75,6,0,0,BB,120
bb_fgp,U04,VA5,BALL,R06AC08,BALL RISING STEM 600# RF LTCS A352 LCC 316SS TRIM METAL RB GO,600H25,8,10,0,0,BB,130
bb_fgp,,,,,,600H25,,,,,BB,140
bb_fgp,,,,,***** BUTTERFLY VALVES *****,600H25,,,,,BB,140
bb_fgp,,,,,,600H25,,,,,BB,150
bb_fgp,,,BUTTERFLY,T06AC61,BUTTERFLY 600# RF LTCS A352 LCC 316SS TRIM TOV METAL DBL FLG SHORT PAT GO,600H25,10,24,0,0,BB,150
bb_fgp,,,,,,600H25,,,,,BB,160
bb_fgp,,,,,*****GATE VALVE*****,600H25,,,,,BB,160
bb_fgp,U04,817,GASKET,5673480,GASKET 1500# RJ INC 718 ENERGIZED SEALRING COMPACT FLANGE LINE CLASS 1500H1,1500H1,3,6,0,0,BB,980
bb_fgp,,,,,,600H25,,,,,BB,170
bb_fgp,U04,,GATE,G06AC48,GATE 600# RF LTCS A350 LF2 CL.1 TRIM 16 WEDGE HW,600H25,0.75,1.5,0,0,BB,170
bb_fgp,U04,,GATE,G06AC41,GATE 600# RF LTCS A352 LCC TRIM 16 WEDGE HW,600H25,2,6,0,0,BB,180
bb_fgp,U04,,GATE,G06AC42,GATE 600# RF LTCS A352 LCC TRIM 16 WEDGE GO,600H25,12,12,0,0,BB,190
bb_fgp,,,GATE,G06AC42,GATE 600# RF LTCS A352 LCC TRIM 16 WEDGE GO,600H25,6,8,0,0,BB,200
bb_fgp,,,,,,600H25,,,,,BB,210
bb_fgp,,,,,***** GLOBE VALVES *****,600H25,,,,,BB,210
bb_fgp,,,,,,600H25,,,,,BB,220
bb_fgp,U04,,GLOBE,L06AC48,GLOBE 600# RF LTCS A350 LF2 CL.1 TRIM 16 OS&Y HW,600H25,0.75,1.5,0,0,BB,220
bb_fgp,,,GLOBE,L06AC41,GLOBE 600# RF LTCS A352 LCC TRIM 16 OS&Y HW,600H25,2,4,0,0,BB,230
bb_fgp,U04,GA6,GASKET,5673021,GASKET 1500# 316SS KAMMPROFILE GRAPHITE ASME B16.5,1500H1,2,3,0,0,BB,990
bb_fgp,,,GLOBE,L06AC42,GLOBE 600# RF LTCS A352 LCC TRIM 16 OS&Y GO,600H25,6,10,0,0,BB,240
bb_fgp,,,,,,600H25,,,,,BB,250
bb_fgp,,,,,***** CHECK VALVES *****,600H25,,,,,BB,250
bb_fgp,,,,,,600H25,,,,,BB,260
bb_fgp,U04,VC1,CHECK,C06AC50,CHECK PISTON 600# RF LTCS A350 LF2 CL.1 TRIM 16,600H25,0.75,1.5,0,0,BB,260
bb_fgp,,,CHECK,C06AC45,CHECK DUAL WAFER LUG 600# RF LTCS A352 LCC TRIM 16 THROU BOLTED,600H25,2,8,0,0,BB,270
bb_fgp,,,CHECK,C06AC52,CHECK DUAL DBL FLG 600# RF LTCS A352 LCC TRIM 16,600H25,10,24,0,0,BB,280
bb_fgp,,,,,,600H25,,,,,BB,290
bb_fgp,,,,,***** PIPE *****,600H25,,,,,BB,290
bb_fgp,,,,,,600H25,,,,,BB,300
bb_fgp,,812,,0,NIPPLE PBE CUT FROM PIPE,10000A60,,,,,BB,950
bb_fgp,U04,,GASKET,5674480,GASKET 2500# RTJ SS OCTAGONAL RING,1500H1,1.5,1.5,0,0,BB,1000
bb_fgp,,,PIPE,5358512,PIPE SCH 160 SMLS LTCS A333 GR.6 PE,600H25,0.75,1.5,0,0,BB,300
bb_fgp,,,PIPE,5358515,PIPE SCH 160 SMLS LTCS A333 GR.6 BE,600H25,2,2,0,0,BB,310
bb_fgp,,,PIPE,5358514,PIPE SCH XS SMLS LTCS A333 GR.6 BE,600H25,3,8,0,0,BB,320
bb_fgp,,,PIPE,5358507,PIPE SCH 80 SMLS LTCS A333 GR.6 BE,600H25,10,16,0,0,BB,330
bb_fgp,,,PIPE,5358599,PIPE SCH 80 EFW LTCS A671 CC60 CL.22 BE,600H25,18,24,0,0,BB,340
bb_fgp,,812,PIPE,5358511,PIPE SCH XXS SMLS LTCS A333 GR.6 PE,600H25,0.5,0.5,0,0,BB,350
bb_fgp,,812,PIPE,5358511,PIPE SCH XXS SMLS LTCS A333 GR.6 PE,600H25,0.75,0.75,0,0,BB,360
bb_fgp,,,,,,600H25,,,,,BB,370
bb_fgp,,,,,***** FITTINGS *****,600H25,,,,,BB,370
bb_fgp,,,,,,600H25,,,,,BB,380
bb_fgp,,,,,,1500H1,,,,,BB,1010
bb_fgp,U04,UK9,ELBOW,5392815,ELL BW 90 DEG LR SCH XXS LTCS A420 WPL6,600H25,0.5,0.75,0,0,BB,380
bb_fgp,,,ELBOW,5392816,ELL BW 90 DEG LR SCH 160 LTCS A420 WPL6,600H25,0.75,2,0,0,BB,390
bb_fgp,,,ELBOW,5392600,ELL BW 90 DEG LR SCH XS LTCS A420 WPL6,600H25,3,8,0,0,BB,400
bb_fgp,,,ELBOW,5392546,ELL BW 90 DEG LR SCH 80 LTCS A420 WPL6,600H25,10,16,0,0,BB,410
bb_fgp,,,ELBOW,5392387,ELL BW 90 DEG LR SCH 80 LTCS A420 WPL6-W,600H25,18,24,0,0,BB,420
bb_fgp,,,ELBOW,5392822,ELL BW 45 DEG LR SCH 160 LTCS A420 WPL6,600H25,0.75,2,0,0,BB,430
bb_fgp,U04,UK9,ELBOW,5392831,ELL BW 45 DEG LR SCH XXS LTCS A420 WPL6,600H25,0.5,0.75,0,0,BB,440
bb_fgp,,,ELBOW,5392606,ELL BW 45 DEG LR SCH XS LTCS A420 WPL6,600H25,3,8,0,0,BB,450
bb_fgp,,,ELBOW,5392552,ELL BW 45 DEG LR SCH 80 LTCS A420 WPL6,600H25,10,16,0,0,BB,460
bb_fgp,,,ELBOW,5392391,ELL 45 DEG SCH 80 LTCS A420 WPL6-W,600H25,18,24,0,0,BB,470
bb_fgp,,B1,,,***** BOLTING *****,1500H1,,,,,BB,1010
bb_fgp,,,,,,600H25,,,,,BB,480
bb_fgp,,,TEE,5392825,TEE BW SCH 160 LTCS A420 WPL6,600H25,0.75,2,0,0,BB,480
bb_fgp,,,TEE,5392609,TEE BW SCH XS LTCS A420 WPL6,600H25,3,8,0,0,BB,490
bb_fgp,,,TEE,5392555,TEE BW SCH 80 LTCS A420 WPL6,600H25,10,16,0,0,BB,500
bb_fgp,,,TEE,5392402,TEE SCH 80 LTCS A420 WPL6-W,600H25,18,24,0,0,BB,510
bb_fgp,U04,UK9,TEE,5392879,TEE SCH XXS LTCS A420 WPL6,600H25,0.5,0.75,0,0,BB,520
bb_fgp,,,TEE RED,5392821,TEE RED BW SCH 160 LTCS A420 WPL6,600H25,0.75,1.5,1,2,BB,530
bb_fgp,,,TEE RED,5392469,TEE RED BW SCH XS/160 LTCS A420 WPL6,600H25,1.5,2,3,4,BB,540
bb_fgp,,,TEE RED,5392661,TEE RED BW SCH XS LTCS A420 WPL6,600H25,3,6,4,8,BB,550
bb_fgp,,,TEE RED,5392463,TEE RED BW SCH 80/XS LTCS A420 WPL6,600H25,4,8,10,16,BB,560
bb_fgp,,,,,,1500H1,,,,,BB,1020
bb_fgp,,,TEE RED,5392403,TEE RED BW SCH 80/XS LTCS A420 WPL6-W,600H25,8,8,18,20,BB,570
bb_fgp,,,TEE RED,5392464,TEE RED BW SCH 80 LTCS A420 WPL6,600H25,10,14,12,16,BB,580
bb_fgp,,,TEE RED,5392353,TEE RED BW SCH 80 LTCS A420 WPL6-W,600H25,10,20,18,24,BB,590
bb_fgp,,,,,,600H25,,,,,BB,600
bb_fgp,,,CAP,5392826,CAP BW SCH 160 LTCS A420 WPL6,600H25,0.75,2,0,0,BB,600
bb_fgp,,,CAP,5392610,CAP BW SCH XS LTCS A420 WPL6,600H25,3,8,0,0,BB,610
bb_fgp,,,CAP,5392556,CAP SCH 80 LTCS STL A420 WPL6,600H25,10,24,0,0,BB,620
bb_fgp,,,,,,600H25,,,,,BB,630
bb_fgp,,,RED CONC,5392827,REDUCER CONC SCH 160 LTCS A420 WPL6,600H25,0.75,1.5,1,2,BB,630
bb_fgp,,,RED CONC,5392462,REDUCER CONC SCH XS/160 LTCS A420 WPL6,600H25,1.5,2,3,4,BB,640
bb_fgp,,BA5,BOLTING,5675770,STUD-BOLT A320 GR L7M/A194 GR 7M (S3) WITH 2 NUTS,1500H1,0.5,6,0,0,BB,1020
bb_fgp,,,RED CONC,5392458,REDUCER CONC SCH XS LTCS A420 WPL6,600H25,3,6,4,8,BB,650
bb_fgp,,,RED CONC,5392309,REDUCER CONC SCH 80/XS LTCS A420 WPL6,600H25,4,8,10,16,BB,660
bb_fgp,,,RED CONC,5392557,REDUCER CONC SCH 80 LTCS A420 WPL6,600H25,10,14,12,16,BB,670
bb_fgp,,,RED CONC,5392559,REDUCER CONC SCH 80 LTCS A420 WPL6-W,600H25,10,20,18,24,BB,680
bb_fgp,,,RED ECC,5392828,REDUCER ECC SCH 160 LTCS A420 WPL6,600H25,0.75,1.5,1,2,BB,690
bb_fgp,,,RED ECC,5392465,REDUCER ECC SCH XS/160 LTCS A420 WPL6,600H25,1.5,2,3,4,BB,700
bb_fgp,,,RED ECC,5392612,REDUCER ECC SCH XS LTCS A420 WPL6,600H25,3,6,4,8,BB,710
bb_fgp,,,RED ECC,5392311,REDUCER ECC SCH 80/XS LTCS A420 WPL6,600H25,4,8,10,16,BB,720
bb_fgp,,,RED ECC,5392558,REDUCER ECC SCH 80 LTCS A420 WPL6,600H25,10,14,12,16,BB,730
bb_fgp,,,RED ECC,5392313,REDUCER ECC SCH 80 LTCS A420 WPL6-W,600H25,10,20,18,24,BB,740
bb_fgp,,,,,,1500H1,,,,,BB,1030
bb_fgp,,,,,,600H25,,,,,BB,750
bb_fgp,,,,,****** OLETS *****,600H25,,,,,BB,750
bb_fgp,,,,,,600H25,,,,,BB,760
bb_fgp,U04,,OLETS,5504460,NIPOFLANGE 600# RF SCH 160 LTCS A350 LF2 CL.1,600H25,0.75,1.5,2,2,BB,760
bb_fgp,U04,,OLETS,5504461,NIPOFLANGE 600# RF SCH XS/160 LTCS A350 LF2 CL.1,600H25,0.75,2,3,8,BB,770
bb_fgp,U04,,OLETS,5504462,NIPOFLANGE 600# RF SCH 80/160 LTCS A350 LF2 CL.1,600H25,0.75,2,10,24,BB,780
bb_fgp,U04,UJ2,OLETS,5504028,NIPOFLANGE 600# RF SCH XS/160 LTCS A350 LF2 CL.1,600H25,1.5,1.5,4,8,BB,790
bb_fgp,U04,UJ2,OLETS,5504029,NIPOFLANGE 600# RF SCH 80/160 LTCS A350 LF2 CL.1,600H25,1.5,1.5,10,24,BB,800
bb_fgp,U04,,OLETS,5504221,NIPOFLANGE 1500# RF SCH XS/160 LTCS A350 LF2 CL.1,600H25,1.5,1.5,3,3,BB,810
bb_fgp,,,,,,600H25,,,,,BB,820
bb_fgp,,,,,***** LINE BLANKS *****,1500H1,,,,,BB,1030
bb_fgp,U04,,OLETS,5505392,WELDOLET SCH 160 LTCS A350 LF2 CL.1,600H25,0.75,1,2,2,BB,820
bb_fgp,U04,,OLETS,5505393,WELDOLET SCH XS/160 LTCS A350 LF2 CL.1,600H25,0.75,2,3,8,BB,830
bb_fgp,U04,,OLETS,5505263,WELDOLET SCH 80/160 LTCS A350 LF2 CL.1,600H25,0.75,2,10,24,BB,840
bb_fgp,U04,,OLETS,5505335,WELDOLET SCH XS LTCS A350 LF2 CL.1,600H25,3,3,8,8,BB,850
bb_fgp,U04,,OLETS,5505262,WELDOLET SCH 80/XS LTCS A350 LF2 CL.1,600H25,3,8,10,24,BB,860
bb_fgp,,,,,,600H25,,,,,BB,870
bb_fgp,U04,UJ2,ELBOFLG,5516659,ELBOFLANGE 600# RF SCH XS/160 LTCS A350 LF2 CL.1,600H25,1.5,1.5,4,8,BB,870
bb_fgp,U04,UJ2,ELBOFLG,5516660,ELBOFLANGE 600# RF SCH 80/160 LTCS A350 LF2 CL.1,600H25,1.5,1.5,10,24,BB,880
bb_fgp,,,,,,600H25,,,,,BB,890
bb_fgp,,816,,,**** FLANGES ****,600H25,,,,,BB,890
bb_fgp,,,,,,1500H1,,,,,BB,1040
bb_fgp,,,,,,600H25,,,,,BB,900
bb_fgp,U04,FA8,TEE RED,5599705,FLG SCRD (FNPT) REDUCING 600# RF A350 LF2 CL.1,600H25,0.5,0.5,0.75,1.5,BB,900
bb_fgp,,,,,,600H25,,,,,BB,910
bb_fgp,,,FLANGE,5851204,FLANGE ADAPTER 600# RF 316 SS X 12 MM TUBE,600H25,0.5,2,0,0,BB,910
bb_fgp,,,,,,600H25,,,,,BB,920
bb_fgp,U04,,FLANGE,5557038,FLG WN 600# RF LTCS A350 LF2 CL.1 SCH 160,600H25,0.5,2,0,0,BB,920
bb_fgp,U04,,FLANGE,5557036,FLG WN 600# RF LTCS A350 LF2 CL.1 SCH XS,600H25,3,8,0,0,BB,930
bb_fgp,U04,,FLANGE,5557040,FLG WN 600# RF LTCS A350 LF2 CL.1 SCH 80,600H25,10,24,0,0,BB,940
bb_fgp,U04,,BLIND,5615598,FLG BLIND 600# RF LTCS A350 LF2 CL.1,600H25,0.5,24,0,0,BB,950
bb_fgp,U04,,BLIND,5615616,FLG BLIND 1500# RF LTCS A350 LF2 CL.1,600H25,0.75,0.75,0,0,BB,960
bb_fgp,,,SPEC BLIND,5749595,SPECTACLE BLIND 1500# RF LTCS A516 GR.70,1500H1,0.75,4,0,0,BB,1040
bb_fgp,,,,,,600H25,,,,,BB,970
bb_fgp,,,,,***** ORIFICE FLANGES *****,600H25,,,,,BB,970
bb_fgp,,,,,,600H25,,,,,BB,980
bb_fgp,U04,,ORIFICE FLG,5624351,WN ORIF SET 600# RF LTCS A350 LF2 CL.1 SCH 160,600H25,2,2,0,0,BB,980
bb_fgp,U04,,ORIFICE FLG,5624352,WN ORIF SET 600# RF LTCS A350 LF2 CL.1 SCH XS BORE,600H25,3,8,0,0,BB,990
bb_fgp,U04,,ORIFICE FLG,5624353,WN ORIF SET 600# RF LTCS A350 LF2 CL.1 SCH 80 BORE,600H25,10,24,0,0,BB,1000
bb_fgp,,,,,,600H25,,,,,BB,1010
bb_fgp,,,,,***** PIPE NIPPLES *****,600H25,,,,,BB,1010
bb_fgp,,,,,,600H25,,,,,BB,1020
bb_fgp,,812,,0,NIPPLE PBE - CUT FROM PIPE,600H25,,,,,BB,1020
bb_fgp,,817,SPEC BLIND,5750412,SPECTACLE BLIND COMPACT 1500# RJ LTCS A516 GR70,1500H1,0.75,4,0,0,BB,1050
bb_fgp,,,,,,600H25,,,,,BB,1030
bb_fgp,,,,,***** GASKETS *****,600H25,,,,,BB,1030
bb_fgp,,,,,,600H25,,,,,BB,1040
bb_fgp,,,GASKET,5673103,GASKET 600# 316SS SPIRAL WOUND GRAPHITE IR,600H25,0.5,24,0,0,BB,1040
bb_fgp,U04,GA6,GASKET,5673018,GASKET 600# 316SS KAMMPROFILE GRAPHITE ASME B16.5,600H25,3,3,0,0,BB,1050
bb_fgp,U04,,GASKET,5672251,GASKET 1500# 316SS SPIRAL WOUND GRAPHITE IR,600H25,0.75,0.75,0,0,BB,1060
bb_fgp,,,,,,600H25,,,,,BB,1070
bb_fgp,,B1,,,***** BOLTING *****,600H25,,,,,BB,1070
bb_fgp,,,,,,600H25,,,,,BB,1080
bb_fgp,U04,,BOLTING,5675770,STUD-BOLT A320 GR L7M/A194 GR 7M (S3) WITH 2 NUTS,600H25,0.5,24,0,0,BB,1080
bb_fgp,,,,,,10000A60,,,,,BB,960
bb_fgp,,,,,,1500H1,,,,,BB,1060
bb_fgp,,,,,,600H25,,,,,BB,1090
bb_fgp,,SB6,BOLTING,5675675,JACK SCREW HEX HEAD A320 GR L7M,600H25,10,42,0,0,BB,1090
bb_fgp,,,,,,600H25,,,,,BB,1100
bb_fgp,,,,,****** BLINDS AND SPACERS ******,600H25,,,,,BB,1100
bb_fgp,,,,,,600H25,,,,,BB,1110
bb_fgp,,,SPEC BLIND,5749587,SPECTACLE BLIND 600# RF LTCS A516-GR70,600H25,0.75,8,0,0,BB,1110
bb_fgp,,,,,,600H25,,,,,BB,1120
bb_fgp,,,PADDLE,5750040,PADDLE BLANK 600# RF LTCS A516-GR70,600H25,10,24,0,0,BB,1120
bb_fgp,,,PADDLE,5750251,PADDLE SPACER 600# RF LTCS A516-GR70,600H25,10,24,0,0,BB,1130
bb_fgp,,,,,,600H25,,,,,BB,1140
bb_fgp,,,,,***** BALL VALVES *****,600H2G,,,,,BB,10
bb_fgp,,,,,,600H2G,,,,,BB,20
bb_fgp,U04,,BALL,A06AC05,BALL 600# RF LTCS A350 LF2 CL.1 316SS TRIM TRUNNION SOFT RB LO,600H2G,2,3,0,0,BB,20
bb_fgp,U04,,BALL,B06AC01,BALL 600# RF LTCS A350 LF2 CL.1 316SS TRIM FLOATING SOFT FB LO,600H2G,0.75,1.5,0,0,BB,30
bb_fgp,U04,VA5,BALL,B06AC05,BALL 600# RF LTCS A350 LF2 CL.1 316SS TRIM TRUNNION SOFT FB LO,600H2G,2,3,0,0,BB,40
bb_fgp,,,,,,600H2G,,,,,BB,50
bb_fgp,,,,,***** GATE VALVES *****,600H2G,,,,,BB,50
bb_fgp,,,,,,600H2G,,,,,BB,60
bb_fgp,U04,,GATE,G06AC48,GATE 600# RF LTCS A350 LF2 CL.1 TRIM 16 WEDGE HW,600H2G,0.75,1.5,0,0,BB,60
bb_fgp,,,,,*****VALVES*****,1500K1,,,,,BB,10
bb_fgp,,,GATE,G06AC41,GATE 600# RF LTCS A352 LCC TRIM 16 WEDGE HW,600H2G,2,3,0,0,BB,70
bb_fgp,,,,,,600H2G,,,,,BB,80
bb_fgp,,,,,***** GLOBE VALVES *****,600H2G,,,,,BB,80
bb_fgp,,,,,,600H2G,,,,,BB,90
bb_fgp,U04,,GLOBE,L06AC48,GLOBE 600# RF LTCS A350 LF2 CL.1 TRIM 16 OS&Y HW,600H2G,0.75,1.5,0,0,BB,90
bb_fgp,,,GLOBE,L06AC41,GLOBE 600# RF LTCS A352 LCC TRIM 16 OS&Y HW,600H2G,2,3,0,0,BB,100
bb_fgp,,,,,,600H2G,,,,,BB,110
bb_fgp,,,,,***** CHECK VALVES *****,600H2G,,,,,BB,110
bb_fgp,,,,,,600H2G,,,,,BB,120
bb_fgp,U04,VC1,CHECK,C06AC50,CHECK PISTON 600# RF LTCS A350 LF2 CL.1 TRIM 16,600H2G,0.75,1.5,0,0,BB,120
bb_fgp,,,,,,1500K1,,,,,BB,20
bb_fgp,,,CHECK,C06AC45,CHECK DUAL WAFER LUG 600# RF LTCS A352 LCC TRIM 16 THROU BOLTED,600H2G,2,3,0,0,BB,130
bb_fgp,,,,,,600H2G,,,,,BB,140
bb_fgp,,,,,***** PIPE *****,600H2G,,,,,BB,140
bb_fgp,,,,,,600H2G,,,,,BB,150
bb_fgp,,,PIPE,5358601,PIPE SCH 160 SMLS LTCS A333 GR.6 GALV A153 T&C,600H2G,0.75,2,0,0,BB,150
bb_fgp,,,PIPE,5358515,PIPE SCH 160 SMLS LTCS A333 GR.6 BE,600H2G,3,3,0,0,BB,160
bb_fgp,,,,,,600H2G,,,,,BB,170
bb_fgp,,,,,***** FITTINGS *****,600H2G,,,,,BB,170
bb_fgp,,,,,,600H2G,,,,,BB,180
bb_fgp,U04,,ELBOW,5491290,ELL 90 DEG 3000# SCRD FNPT LTCS A350 LF2 CL.1 GALV A153,600H2G,0.75,2,0,0,BB,180
bb_fgp,,,,,***** MODULAR VALVES *****,1500K1,,,,,BB,20
bb_fgp,,,ELBOW,5392816,ELL BW 90 DEG LR SCH 160 LTCS A420 WPL6,600H2G,3,3,0,0,BB,190
bb_fgp,U04,,ELBOW,5491300,ELL 45 DEG 3000# SCRD FNPT LTCS A350 LF2 CL.1 GALV A153,600H2G,0.75,2,0,0,BB,200
bb_fgp,,,ELBOW,5392822,ELL BW 45 DEG LR SCH 160 LTCS A420 WPL6,600H2G,3,3,0,0,BB,210
bb_fgp,,,,,,600H2G,,,,,BB,220
bb_fgp,U04,,TEE,5491310,TEE 3000# SCRD FNPT LTCS A350 LF2 CL.1 GALV A153,600H2G,0.75,2,0,0,BB,220
bb_fgp,,,TEE,5392825,TEE BW SCH 160 LTCS A420 WPL6,600H2G,3,3,0,0,BB,230
bb_fgp,U04,,TEE RED,5491311,TEE RED 3000# SCRD FNPT LTCS A350 LF2 CL.1 GALV A153,600H2G,0.75,1.5,1,2,BB,240
bb_fgp,,,TEE RED,5392821,TEE RED BW SCH 160 LTCS A420 WPL6,600H2G,1.5,2,3,3,BB,250
bb_fgp,,,,,,600H2G,,,,,BB,260
bb_fgp,U04,,CAP,5491330,CAP 3000# SCRD FNPT LTCS A350 LF2 CL.1 GALV A153,600H2G,0.75,2,0,0,BB,260
bb_fgp,,,,,,1500K1,,,,,BB,30
bb_fgp,,,CAP,5392826,CAP BW SCH 160 LTCS A420 WPL6,600H2G,3,3,0,0,BB,270
bb_fgp,,,,,,600H2G,,,,,BB,280
bb_fgp,,,,,"***** COUPLINGS, UNIONS, PLUGS & BUSHINGS *****",600H2G,,,,,BB,280
bb_fgp,,,,,,600H2G,,,,,BB,290
bb_fgp,U04,,COUPLING,5491250,COUPLING 3000# SCRD FNPT LTCS A350 LF2 CL.1 GALV A153,600H2G,0.75,2,0,0,BB,290
bb_fgp,U04,,TEE RED,5491260,COUPLING RED 3000# SCRD FNPT LTCS A350 LF2 CL.1 GALV A153,600H2G,0.75,1.5,1,2,BB,300
bb_fgp,,,,,,600H2G,,,,,BB,310
bb_fgp,U04,,UNION,5491270,UNION 3000# SCRD FNPT LTCS A350 LF2 CL.1 GALV A153,600H2G,0.75,2,0,0,BB,310
bb_fgp,,,,,,600H2G,,,,,BB,320
bb_fgp,U04,,FITTING SCRD,5491280,PLUG ROUND HEAD SCRD MNPT LTCS A350 LF2 CL.1 GALV A153,600H2G,0.75,2,0,0,BB,320
